ID,Date,Service,Company,Parent,Location,Amount,Contract_ID,Text,Link
119,2/25/2014,ARMY,Aerojet Rocketdyne Inc.,Aerojet Rocketdyne Inc.,Sacramento Calif.,"$12,566,969 ",W31P4Q-14-C-0075,"Aerojet Rocketdyne Inc., Sacramento, Calif., was awarded a $12,566,969 firm-fixed-price contract for sole-source procurement of 114 Hawk rocket motors for Jordan and 186 for Egypt. Fiscal 2014 other procurement funds in the amount of $12,566,969 were obligated at the time of the award. Estimated completion date is Oct. 1, 2015. Work will be performed in Sacramento, Calif. Army Contracting Command, Redstone Arsenal, Ala. is the contracting activity (W31P4Q-14-C-0075).",http://www.defense.gov/Contracts/Contract.aspx?ContractID=5230
120,2/25/2014,ARMY,Treviicos South,Treviicos South Inc.,Inc. Charlestown Mass.,"$5,000,000 ",W91237-14-C-0003,"Treviicos South, Inc., Charlestown, Mass., was awarded a$ 44,261,913 firm-fixed-price contract for the Bolivar Seepage Barrier, Bolivar, Ohio, for a partial-depth and partial-length seepage barrier through the upstream slope of Bolivar Dam. Fiscal 2013 other procurement funds in the amount of $5,000,000 were obligated at the time of the award. Estimated completion date is May 28, 2018. Bids were solicited via the Internet with seven received. Work will be performed in Bolivar, Ohio. Army Corps of Engineers, Huntington, W. Va. is the contracting activity (W91237-14-C-0003).",http://www.defense.gov/Contracts/Contract.aspx?ContractID=5230
121,2/25/2014,DEFENSE LOGISTICS AGENCY,Protective Products Enterprises Inc.,Protective Products Enterprises Inc.,Sunrise Fla.,"$76,661,994 ",SPM1C1-12-D-1026,"Protective Products Enterprises Inc., Sunrise, Fla., has been awarded a maximum $76,661,994 modification (P00102) exercising the second option year on a one-year base contract (SPM1C1-12-D-1026) with three one-year option periods for improved outer tactical vests and components. This is a firm-fixed-price contract. Location of performance is Florida with a Feb. 27, 2015 performance completion date. Using military services are Army and Air Force. Type of appropriation is fiscal 2014 through fiscal 2015 defense working capital funds. The contracting activity is the Defense Logistics Agency Troop Support, Philadelphia, Pa.",http://www.defense.gov/Contracts/Contract.aspx?ContractID=5230
122,2/25/2014,DEFENSE LOGISTICS AGENCY,Steris Corp.,Steris Corp.,Mentor Ohio,"$27,381,687 ",SPM2DH-14-D-8206,"Steris Corp., Mentor, Ohio, has been awarded a maximum $27,381,687 fixed-price with economic-price-adjustment, indefinite-delivery/indefinite-quantity contract for commercial electronic catalog. This contract is a competitive acquisition, and 32 offers were received. This is a five-year base contract. Location of performance is Ohio with a Feb. 18, 2019 performance completion date. Using military services are Army, Navy, Air Force, Marine Corps, and federal civilian agencies. Type of appropriation is fiscal 2014 defense working capital funds. The contracting activity is the Defense Logistics Agency Troop Support, Philadelphia, Pa., (SPM2DH-14-D-8206).",http://www.defense.gov/Contracts/Contract.aspx?ContractID=5230
123,2/25/2014,DEFENSE LOGISTICS AGENCY,Willbros Government Services LLC,Willbros Government Services LLC,Tulsa Okla.,"$9,379,740 ",SP0600-14-C-5406,"Willbros Government Services LLC, Tulsa, Okla., has been awarded a maximum $9,379,740 firm-fixed-price contract for contractor-owned/contractor-operated fuels management services. This contract is a competitive acquisition, and four offers were received. This is a five-year base contract with three five-year option periods. Locations of performance are Oklahoma and Louisiana with a March 31, 2019 performance completion date. Using military services are Army and federal civilian agencies. Type of appropriation is fiscal 2014 through fiscal 2018 defense working capital funds. The contracting activity is the Defense Logistics Agency Energy, Fort Belvoir, Va., (SP0600-14-C-5406).",http://www.defense.gov/Contracts/Contract.aspx?ContractID=5230
124,2/25/2014,DEFENSE LOGISTICS AGENCY,Zodiac Aerospace*,Zodiac Aerospace,Alpharetta Ga.,"$7,029,909 ",SPRPA1-14-C-003W,"Zodiac Aerospace*, Alpharetta, Ga., has been awarded a maximum $7,063,300 firm-fixed-price contract for aircraft recorders and cartridges. This contract is a sole-source acquisition. This is a 24-month base contract with no option periods. Location of performance is Georgia with a Feb. 29, 2016 performance completion date. Using military services are Navy and Air Force. Type of appropriation is fiscal 2014 Army and Air Force working capital funds. The contracting activity is the Defense Logistics Agency Aviation, Philadelphia, Pa., (SPRPA1-14-C-W008).",http://www.defense.gov/Contracts/Contract.aspx?ContractID=5230
125,2/25/2014,DEFENSE LOGISTICS AGENCY,Todd?«÷s Quality Tomatoes*,Todd's Quality Tomatoes,Sanford Fla.,"$7,000,000 ",SPE300-14-D-P243,"Todd?«÷s Quality Tomatoes*, Sanford, Fla., has been awarded a maximum $7,000,000 fixed-price with economic-price-adjustment, indefinite-quantity contract for full line fresh fruit and vegetable support. This contract is a competitive acquisition, and three offers were received. This is an 18-month base contract with two 18-month option periods. Location of performance is Florida with an Aug. 24, 2015 performance completion date. Using military services are Army, Navy, Air Force, Marine Corps, and Department of Agriculture school customers. Type of appropriation is fiscal 2014 through fiscal 2015 defense working capital funds. The contracting activity is the Defense Logistics Agency Troop Support, Philadelphia, Pa., (SPE300-14-D-P243).",http://www.defense.gov/Contracts/Contract.aspx?ContractID=5230
126,2/25/2014,NAVY,The Boeing Co.,Boeing Co.,Seattle Wash.,"$2,070,439,240 ",N00019-12-C-0112,"The Boeing Co., Seattle, Wash., is being awarded a $2,070,439,240 modification to a previously awarded firm-fixed-price contract (N00019-12-C-0112) to exercise the options for the procurement of 16 P-8A Multi-mission Maritime Aircraft full rate production Lot I aircraft and 16 Ancillary Mission Equipment kits for the U.S. Navy. Work will be performed in Seattle, Wash. (78.4 percent); Baltimore, Md. (4.7 percent); Greenlawn, N.Y. (2.4 percent); Cambridge, United Kingdom (1.6 percent); Rockford, Ill. (1.1 percent); North Amityville, N.Y. (1 percent), and miscellaneous locations throughout the continental United States (10.8 percent), and is expected to be completed in April 2017. Fiscal 2014 aircraft procurement, Navy funds in the amount of $2,070,439,240 will be obligated on this award, none of which will expire at the end of the current fiscal year. The Naval Air Systems Command, Patuxent River, Md., is the contracting activity.",http://www.defense.gov/Contracts/Contract.aspx?ContractID=5230
127,2/25/2014,NAVY,Seaward Services Inc.,Seaward Services Inc.,New Albany Ind.,"$26,654,889 ",N65540-14-D-0008,"Seaward Services Inc., New Albany, Ind., is being awarded a $26,654,889 indefinite-delivery/indefinite-quantity contract incorporating firm-fixed price and cost-plus-fixed-fee provisions for the provision of vessels, supplies, equipment and services in support of the South Florida Ocean Measurement Facility (SFOMF) in Dania Beach, Fla. SFOMF offers land, sea, and air test environments for use by government, private industry, and educational/institutional communities. This contract will provide materials, supplies, equipment, vessels, and services needed to efficiently and effectively operate and maintain the facility. Data acquisition systems, offshore test range(s), underwater systems, boats, vehicles, and associated material and weight handling equipment used for testing. Work will be performed in Dania Beach, Fla., and is expected to complete by September 2019. Fiscal 2014 operations and maintenance, Navy funding in the amount of $95,000 will be obligated at time of award and will expire at the end of the current fiscal year. The Naval Surface Warfare Center, Carderock Division, Ship System Engineering Station, Philadelphia, Pa., is the contracting activity (N65540-14-D-0008).",http://www.defense.gov/Contracts/Contract.aspx?ContractID=5230
128,2/26/2014,AIR FORCE,Lockheed Martin Missiles and Fire Control,Lockheed Martin Corp.,Orlando Fla.,"$10,185,912 ",FA8682-12-C-0006,"Lockheed Martin Missiles and Fire Control, Orlando, Fla., has been awarded a $10,185,912 cost-plus-fixed-fee modification (P00017) for an existing contract (FA8682-12-C-0006) for Joint Air-to-Surface Strategic Missile anti-jam GPS receiver - Selective Availability Anti-Spoofing Module Version 3 (JAGR-S V3) for development of the JAGR-S V3 and options for V3 Qualification Failure Review Board (FRB), V3 Flight Test FRB, and for the Transit Case Assembly. Work will be performed at Orlando, Fla., and Troy, Ala., and is expected to be completed by Dec. 31, 2016. Fiscal 2014 missile procurement funds in the amount of $10,185,912 will be obligated at time of award. This award is the result of a sole-source acquisition. Air Force Life Cycle Management Center/EBJK, Eglin Air Force Base, Fla., is the contracting activity.",http://www.defense.gov/Contracts/Contract.aspx?ContractID=5231
129,2/26/2014,DEFENSE LOGISTICS AGENCY,BAE Systems,BAE Systems Plc,Aerospace & Defense Group Phoenix Ariz.,"$79,972,510 ",SPM1C1-12-D-1027,"BAE Systems, Aerospace & Defense Group, Phoenix, Ariz., has been awarded a maximum $79,972,510 modification (P00102) exercising the second option year on a one-year base contract (SPM1C1-12-D-1027) with three one-year option periods for improved outer tactical vests and individual repair kits. This is a firm-fixed-price, indefinite-delivery/indefinite-quantity contract. Locations of performance are Arizona and Pennsylvania with a Feb. 27, 2015 performance completion date. Using military services are Army and Air Force. Type of appropriation is fiscal 2014 through fiscal 2015 defense working capital funds. The contracting activity is the Defense Logistics Agency Troop Support, Philadelphia, Pa.",http://www.defense.gov/Contracts/Contract.aspx?ContractID=5231
130,2/26/2014,DEFENSE LOGISTICS AGENCY,Tennier Industries*,Tennier Industries,Boca Raton Fla.,"$15,709,270 ",SPM1C1-13-D-1028,"Tennier Industries*, Boca Raton, Fla., has been awarded a maximum $15,709,270 modification (P00008) exercising the first option year on a one-year base contract (SPM1C1-13-D-1028) with two one-year option periods for extreme cold wet weather trousers. This is a firm-fixed-price contract. Locations of performance are Florida, Pennsylvania, and Georgia with a Feb. 28, 2015 performance completion date. Using military service is Army. Type of appropriation is fiscal 2014 through fiscal 2015 defense working capital funds. The contracting activity is the Defense Logistics Agency Troop Support, Philadelphia, Pa.",http://www.defense.gov/Contracts/Contract.aspx?ContractID=5231
131,2/26/2014,DEPARTMENT OF DEFENSE EDUCATION ACTIVITY,Lincoln Public Schools,Lincoln Public Schools,,"$12,016,371 ",HEVAS6-12-C-0001,"Lincoln Public Schools was awarded a $12,016,371 firm-fixed price contract modification exercising the second of four option periods of service contract number HEVAS6-12-C-0001. The contract is for comprehensive education program services, grades pre-kindergarten through eight servicing eligible dependent children of Department of Defense personnel residing on Hanscom Air Force Base, Massachusetts. The period of performance for this option is March 1, 2014 through June 30, 2015. Fiscal 2014 operations and maintenancce funding were obligated. The contracting activity is the DoDEA/Domestic Dependent Elementary and Secondary Schools, Peachtree City, Ga.",http://www.defense.gov/Contracts/Contract.aspx?ContractID=5231
